TrainingID,EmployeeID,TrainingCourse,TrainingProvider,TrainingDate,Result
TRN001344,EMP000577,Leadership Development,Microsoft,2020-06-22,In Progress
TRN001345,EMP000577,Data Analytics,Coursera,2025-07-14,In Progress
TRN001346,EMP000578,Quality Management,Coursera,2020-03-13,Completed
TRN001347,EMP000578,Compliance Training,Microsoft,2022-10-12,Completed
TRN001348,EMP000578,Cyber Security,Deloitte,2023-12-20,Completed
TRN001349,EMP000580,Compliance Training,Deloitte,2023-10-07,Failed
TRN001350,EMP000580,Leadership Development,Deloitte,2023-07-21,Failed
TRN001351,EMP000581,Project Management,KPMG,2021-09-01,Completed
TRN001352,EMP000581,Project Management,Udemy,2025-06-23,Failed
TRN001353,EMP000582,Project Management,Geoflex Academy,2021-05-16,Completed
TRN001354,EMP000582,Leadership Development,KPMG,2020-10-14,Completed
TRN001355,EMP000582,Customer Service,Coursera,2023-09-09,Completed
TRN001356,EMP000582,Compliance Training,Geoflex Academy,2024-04-11,Completed
TRN001357,EMP000583,Quality Management,Coursera,2023-10-14,Completed
TRN001358,EMP000583,Customer Service,Udemy,2025-01-18,Completed
TRN001359,EMP000583,Compliance Training,Geoflex Academy,2019-03-19,Completed
TRN001360,EMP000587,Cybersecurity Awareness,Deloitte,2025-01-03,In Progress
TRN001361,EMP000587,Compliance Training,KPMG,2024-04-15,Completed
TRN001362,EMP000587,Cybersecurity Awareness,Deloitte,2020-04-18,Completed
TRN001363,EMP000588,Data Analytics,Deloitte,2019-10-28,Failed
TRN001364,EMP000588,Risk Management,Coursera,2021-08-07,Completed
TRN001365,EMP000588,Quality Management,Udemy,2019-12-27,Completed
TRN001366,EMP000589,Leadership Development,KPMG,2021-07-05,Completed
TRN001367,EMP000589,Customer Service,Deloitte,2021-01-20,Completed
TRN001368,EMP000589,Risk Management,Microsoft,2019-07-07,Completed
TRN001369,EMP000589,Data Analytics,KPMG,2019-08-23,Completed
TRN001370,EMP000589,Compliance Training,Coursera,2019-03-04,Completed
TRN001371,EMP000590,Leadership Development,Deloitte,2022-12-16,Completed
TRN001372,EMP000590,Quality Management,Coursera,2022-04-09,Failed
TRN001373,EMP000590,Leadership Development,Coursera,2020-10-10,In Progress
TRN001374,EMP000590,Customer Service,Deloitte,2019-09-12,In Progress
TRN001375,EMP000592,Risk Management,Deloitte,2025-08-14,Completed
TRN001376,EMP000592,Quality Management,,2022-05-24,In Progress
TRN001377,EMP000592,Data Analytics,Deloitte,2020-10-13,Completed
TRN001378,EMP000592,Cybersecurity Awareness,,2020-02-05,Completed
TRN001379,EMP000592,Compliance Training,KPMG,2022-06-14,In Progress
TRN001380,EMP000594,Health and Safety,KPMG,2020-07-10,Completed
TRN001381,EMP000594,Risk Management,Deloitte,2021-11-07,In Progress
TRN001382,EMP000594,Leadership Development,KPMG,2025-08-19,Completed
TRN001383,EMP000594,Lean Manufacturing,Udemy,2020-01-15,In Progress
TRN001384,EMP000595,Health and Safety,Coursera,2023-08-08,Completed
TRN001385,EMP000595,Lean Manufacturing,Deloitte,2023-02-21,In Progress
TRN001386,EMP000595,Leadership Development,Microsoft,2019-05-13,Completed
TRN001387,EMP000595,Customer Service,Microsoft,2024-10-13,Completed
TRN001388,EMP000595,Quality Management,KPMG,2023-05-16,Failed
TRN001389,EMP000596,Customer care,Coursera,2025-06-22,Failed
TRN001390,EMP000596,Health and Safety,Deloitte,2019-03-15,Completed
TRN001391,EMP000596,PM,Deloitte,2021-03-27,Completed
TRN001392,EMP000596,Project Management,Deloitte,2025-08-22,Failed
TRN001393,EMP000597,Project Management,Geoflex Academy,2024-04-13,Completed
TRN001394,EMP000597,Risk Management,Coursera,2023-01-19,Completed
TRN001395,EMP000598,Cybersecurity Awareness,Microsoft,2019-07-13,Failed
TRN001396,EMP000598,Data analytics,Coursera,2021-10-07,Failed
TRN001397,EMP000598,Cybersecurity Awareness,Geoflex Academy,2024-08-24,Completed
TRN001398,EMP000599,Risk Management,Geoflex Academy,2022-06-21,Completed
TRN001399,EMP000600,Lean Manufacturing,Geoflex Academy,2023-08-20,Completed
TRN001400,EMP000601,Quality Management,Coursera,2025-12-03,Failed
TRN001401,EMP000601,Quality Management,Udemy,2025-06-17,In Progress
TRN001402,EMP000601,Customer Service,Microsoft,2025-02-03,Completed
TRN001403,EMP000601,Health and Safety,Microsoft,2024-03-07,Completed
TRN001404,EMP000601,Quality Management,Coursera,2021-02-09,Completed
TRN001405,EMP000602,Customer Service,Microsoft,2021-07-20,Completed
TRN001406,EMP000602,Cybersecurity Awareness,Udemy,2019-10-19,Failed
TRN001407,EMP000602,Project Management,Deloitte,2019-09-08,Completed
TRN001408,EMP000603,Cybersecurity Awareness,Deloitte,2023-02-11,Failed
TRN001409,EMP000603,Project Management,Geoflex Academy,2025-01-14,In Progress
TRN001410,EMP000603,Risk Management,KPMG,2024-12-20,Completed
TRN001411,EMP000604,Data Analytics,Coursera,2021-02-13,Failed
TRN001412,EMP000606,Compliance Training,Deloitte,2024-01-22,In Progress
TRN001413,EMP000607,Leadership Development,Coursera,2020-07-10,In Progress
TRN001414,EMP000608,Data Analytics,Microsoft,2022-09-23,Completed
TRN001415,EMP000608,Project Management,Microsoft,2021-10-11,In Progress
TRN001416,EMP000608,Health and Safety,Coursera,2023-05-14,Completed
TRN001417,EMP000610,Project Management,KPMG,2025-08-24,Completed
TRN001418,EMP000610,Customer Service,Microsoft,2025-04-28,Failed
TRN001419,EMP000610,Leadership Development,Coursera,2023-08-24,Completed
TRN001420,EMP000612,Health and Safety,Deloitte,2021-12-08,Completed
TRN001421,EMP000613,Data Analytics,Microsoft,2020-03-04,Completed
TRN001422,EMP000613,Project Management,Geoflex Academy,2022-10-20,In Progress
TRN001423,EMP000613,Lean Manufacturing,Deloitte,2019-09-15,Failed
TRN001424,EMP000613,Customer Service,Coursera,2021-10-24,Completed
TRN001425,EMP000613,Project Management,Coursera,2025-08-27,Completed
TRN001426,EMP000614,Project Management,Udemy,2023-03-14,Completed
TRN001427,EMP000614,Data Analytics,KPMG,2025-08-06,Failed
TRN001428,EMP000614,Risk Management,Udemy,2021-12-24,Completed
TRN001429,EMP000615,Leadership Development,Microsoft,2023-10-12,Failed
TRN001430,EMP000616,Data Analytics,Microsoft,2022-09-28,Completed
TRN001431,EMP000616,Health and Safety,Deloitte,2022-07-21,Completed
TRN001432,EMP000616,Cybersecurity Awareness,Geoflex Academy,2020-02-16,Completed
TRN001433,EMP000617,Risk Management,Geoflex Academy,2025-06-10,Failed
TRN001434,EMP000617,Customer Service,Geoflex Academy,2021-08-09,Completed
TRN001435,EMP000618,Leadership Development,Geoflex Academy,2019-09-15,Failed
TRN001436,EMP000618,Health and Safety,KPMG,2020-04-02,Completed
TRN001437,EMP000619,Quality Management,Geoflex Academy,2021-02-13,Completed
TRN001438,EMP000620,Health and Safety,Coursera,2020-09-05,Completed
TRN001439,EMP000620,Lean Manufacturing,Geoflex Academy,2021-11-18,Completed
TRN001440,EMP000620,Compliance Training,Udemy,2020-09-09,Failed
TRN001441,EMP000620,Quality Management,Coursera,2022-12-27,Failed
TRN001442,EMP000621,Leadership Development,Geoflex Academy,2023-10-04,In Progress
TRN001443,EMP000622,Health and Safety,Geoflex Academy,2025-03-05,Failed
TRN001444,EMP000622,Leadership Development,Deloitte,2019-10-06,Completed
TRN001445,EMP000622,Data Analytics,KPMG,2025-04-20,Completed
TRN001446,EMP000622,Project Management,Microsoft,2020-11-02,Completed
TRN001447,EMP000622,Customer Service,Geoflex Academy,2023-12-09,Failed
TRN001448,EMP000623,Cybersecurity Awareness,Udemy,2019-11-14,Completed
TRN001449,EMP000623,Health and Safety,Geoflex Academy,2019-12-16,Completed
TRN001450,EMP000623,Project Management,Microsoft,2024-05-25,In Progress
TRN001451,EMP000625,Lean Manufacturing,KPMG,2022-01-13,Completed
TRN001452,EMP000625,Cybersecurity Awareness,Microsoft,2025-04-18,In Progress
TRN001453,EMP000625,Cybersecurity Awareness,Udemy,2020-03-02,In Progress
TRN001454,EMP000625,Risk Management,KPMG,2021-08-21,Completed
TRN001455,EMP000625,Risk Management,KPMG,2019-01-08,Completed
TRN001456,EMP000626,Risk Management,Geoflex Academy,2020-08-17,Completed
TRN001457,EMP000626,Compliance Training,Udemy,2023-05-01,Completed
TRN001458,EMP000627,Project Management,Microsoft,2024-01-19,Completed
TRN001459,EMP000627,Leadership Development,Deloitte,2020-10-04,Failed
TRN001460,EMP000627,Project Management,KPMG,2025-03-17,Completed
TRN001461,EMP000627,Compliance Training,Coursera,2020-05-23,Completed
TRN001462,EMP000628,Customer Service,Coursera,2019-01-27,Completed
TRN001463,EMP000628,Leadership Development,Geoflex Academy,2025-03-21,Completed
TRN001464,EMP000628,Cybersecurity Awareness,Deloitte,2022-05-05,Completed
TRN001465,EMP000629,Compliance Training,Coursera,2019-12-03,Completed
TRN001466,EMP000629,Compliance Training,Udemy,2022-12-20,Completed
TRN001467,EMP000630,Cybersecurity Awareness,KPMG,2025-05-18,Completed
TRN001468,EMP000630,Cybersecurity Awareness,Geoflex Academy,2022-09-25,In Progress
TRN001469,EMP000630,Leadership Development,Coursera,2024-03-13,Completed
TRN001470,EMP000630,Quality Management,Deloitte,2019-03-03,In Progress
TRN001471,EMP000630,Lean Manufacturing,Geoflex Academy,2021-02-24,In Progress
TRN001472,EMP000631,Quality Management,Geoflex Academy,2019-08-17,In Progress
TRN001473,EMP000631,Risk Management,Udemy,2022-01-23,In Progress
TRN001474,EMP000632,Quality Management,KPMG,2021-11-04,Completed
TRN001475,EMP000632,Health and Safety,Geoflex Academy,2019-03-22,Completed
TRN001476,EMP000634,Lean Manufacturing,Microsoft,2024-11-09,In Progress
TRN001477,EMP000634,Quality Management,Coursera,2022-10-18,Completed
TRN001478,EMP000634,Cybersecurity Awareness,Geoflex Academy,2024-07-20,Completed
TRN001479,EMP000634,Compliance Training,Geoflex Academy,2025-06-09,Completed
TRN001480,EMP000636,Data Analytics,KPMG,2024-02-06,Completed
TRN001481,EMP000636,Risk Management,Geoflex Academy,2021-02-17,Completed
TRN001482,EMP000637,Leadership Development,Geoflex Academy,2024-06-10,In Progress
TRN001483,EMP000637,Health and Safety,Geoflex Academy,2020-06-23,Failed
TRN001484,EMP000637,Customer Service,Coursera,2019-05-06,In Progress
TRN001485,EMP000638,Project Management,Udemy,2025-03-08,In Progress
TRN001486,EMP000638,Risk Management,Microsoft,2020-01-14,Completed
TRN001487,EMP000638,Health and Safety,Microsoft,2023-04-05,Completed
TRN001488,EMP000639,Risk Management,Udemy,2021-07-05,Failed
TRN001489,EMP000639,Lean Manufacturing,Coursera,2021-02-18,Completed
TRN001490,EMP000641,Data Analytics,Microsoft,2021-03-26,In Progress
TRN001491,EMP000641,Cyber Security,Udemy,2025-04-20,Completed
TRN001492,EMP000641,Data analytics,Microsoft,2025-05-11,Completed
TRN001493,EMP000642,Risk Management,Deloitte,2024-10-02,Failed
TRN001494,EMP000642,Lean Manufacturing,Deloitte,2022-06-11,In Progress
TRN001495,EMP000642,Data Analytics,Deloitte,2020-01-14,Completed
TRN001496,EMP000642,Lean Manufacturing,Deloitte,2022-08-23,Completed
TRN001497,EMP000642,Lean Manufacturing,Microsoft,2023-07-04,Failed
TRN001498,EMP000643,Risk Management,Udemy,2019-01-10,Failed
TRN001499,EMP000643,Project Management,Deloitte,2021-03-16,Completed
TRN001500,EMP000644,Health and Safety,Microsoft,2019-09-13,In Progress
TRN001501,EMP000644,Risk Management,KPMG,2025-01-25,Failed
TRN001502,EMP000645,Customer Service,Microsoft,2021-11-18,Completed
TRN001503,EMP000645,Quality Management,Geoflex Academy,2021-10-25,Completed
TRN001504,EMP000645,Data Analytics,Udemy,2021-12-17,Completed
TRN001505,EMP000645,Project Management,Microsoft,2021-09-28,Failed
TRN001506,EMP000646,Project Management,Geoflex Academy,2021-11-21,Completed
TRN001507,EMP000646,Health and Safety,Deloitte,2024-06-22,Completed
TRN001508,EMP000646,Cybersecurity Awareness,Deloitte,2021-06-06,In Progress
TRN001509,EMP000646,Customer Service,Geoflex Academy,2025-04-22,Completed
TRN001510,EMP000646,Project Management,Microsoft,2020-10-26,Completed
TRN001511,EMP000647,Quality Management,Geoflex Academy,2020-12-15,Failed
TRN001512,EMP000647,Lean Manufacturing,Udemy,2020-03-09,Completed
TRN001513,EMP000649,Cybersecurity Awareness,Geoflex Academy,2020-07-05,In Progress
TRN001514,EMP000649,Cybersecurity Awareness,Microsoft,2025-05-18,Completed
TRN001515,EMP000649,Leadership Development,Geoflex Academy,2022-04-02,Failed
TRN001516,EMP000650,Lean Manufacturing,Microsoft,2019-08-09,Completed
TRN001517,EMP000650,Risk Management,Microsoft,2023-06-04,Completed
TRN001518,EMP000650,Cybersecurity Awareness,Geoflex Academy,2025-04-01,Completed
TRN001519,EMP000650,Cybersecurity Awareness,Geoflex Academy,2019-06-14,In Progress
TRN001520,EMP000650,Risk Management,KPMG,2020-04-28,Failed
TRN001521,EMP000651,Leadership Development,Deloitte,2019-11-15,Completed
TRN001522,EMP000651,Leadership Development,Geoflex Academy,2020-05-03,In Progress
TRN001523,EMP000652,Risk Management,Geoflex Academy,2023-02-19,Completed
TRN001524,EMP000652,Cybersecurity Awareness,Microsoft,2020-12-01,Completed
TRN001525,EMP000652,Risk Management,Coursera,2021-09-24,Completed
TRN001526,EMP000653,Health and Safety,Coursera,2019-06-22,Completed
TRN001527,EMP000653,Customer Service,Geoflex Academy,2019-11-16,In Progress
TRN001528,EMP000653,Quality Management,KPMG,2022-10-09,Completed
TRN001529,EMP000653,Data Analytics,Udemy,2022-01-13,Completed
TRN001530,EMP000654,Project Management,Microsoft,2021-11-18,Completed
TRN001531,EMP000654,Cybersecurity Awareness,Coursera,2021-09-26,Failed
TRN001532,EMP000654,Project Management,Udemy,2021-07-25,Completed
TRN001533,EMP000655,Cybersecurity Awareness,KPMG,2020-11-22,Completed
TRN001534,EMP000655,Compliance Training,Deloitte,2024-05-19,In Progress
TRN001535,EMP000655,Leadership Development,Microsoft,2022-06-04,Failed
TRN001536,EMP000655,Lean Manufacturing,Coursera,2021-09-24,Completed
TRN001537,EMP000655,Data Analytics,Deloitte,2023-06-25,In Progress
TRN001538,EMP000656,Quality Management,Coursera,2023-03-26,Completed
TRN001539,EMP000656,Customer Service,Microsoft,2024-01-16,Failed
TRN001540,EMP000656,Health and Safety,,2020-09-16,Completed
TRN001541,EMP000657,Data Analytics,Geoflex Academy,2022-08-13,In Progress
TRN001542,EMP000657,Quality Management,Microsoft,2024-09-27,Completed
TRN001543,EMP000657,Health and Safety,Geoflex Academy,2024-01-06,Completed
TRN001544,EMP000657,Customer Service,KPMG,2023-11-19,In Progress
TRN001545,EMP000658,Customer Service,KPMG,2020-05-25,In Progress
TRN001546,EMP000659,Data Analytics,KPMG,2020-01-27,Completed
TRN001547,EMP000659,Health and Safety,Deloitte,2024-12-20,Completed
TRN001548,EMP000659,Leadership Development,Udemy,2019-11-22,Completed
TRN001549,EMP000659,Health and Safety,Microsoft,2024-01-04,Completed
TRN001550,EMP000659,PM,Microsoft,2025-07-07,Completed
TRN001551,EMP000660,Cybersecurity Awareness,Geoflex Academy,2021-10-03,Completed
TRN001552,EMP000661,Cybersecurity Awareness,Udemy,2025-04-19,Completed
TRN001553,EMP000662,Data Analytics,Coursera,2023-06-03,Completed
TRN001554,EMP000662,Risk Management,Coursera,2023-12-04,Completed
TRN001555,EMP000662,Project Management,Coursera,2020-08-16,Completed
TRN001556,EMP000663,Lean Manufacturing,Microsoft,2023-12-09,Completed
TRN001557,EMP000663,Customer Service,Coursera,2022-07-09,Completed
TRN001558,EMP000664,Leadership Development,Microsoft,2023-07-26,Completed
TRN001559,EMP000664,Quality Management,Udemy,2022-01-01,Failed
TRN001560,EMP000665,Compliance Training,Geoflex Academy,2024-07-24,In Progress
TRN001561,EMP000666,Data Analytics,KPMG,2025-04-10,In Progress
TRN001562,EMP000666,Health and Safety,Udemy,2020-02-17,Failed
TRN001563,EMP000666,Quality Management,Udemy,2019-08-21,Completed
TRN001564,EMP000666,Customer Service,Coursera,2023-08-17,Completed
TRN001565,EMP000666,Compliance Training,Geoflex Academy,2020-08-18,Failed
TRN001566,EMP000667,Compliance Training,Udemy,2021-09-11,Failed
TRN001567,EMP000668,Compliance Training,Coursera,2021-12-05,Completed
TRN001568,EMP000668,Data Analytics,Udemy,2024-11-20,Failed
TRN001569,EMP000668,Data Analytics,Geoflex Academy,2019-12-14,Failed
TRN001570,EMP000668,Leadership Development,Coursera,2020-11-27,In Progress
TRN001571,EMP000669,Quality Management,Deloitte,2024-06-09,Completed
TRN001572,EMP000669,Compliance Training,Coursera,2019-07-11,Completed
TRN001573,EMP000669,Health and Safety,Geoflex Academy,2024-02-21,Completed
TRN001574,EMP000670,Cybersecurity Awareness,Coursera,2024-07-09,Completed
TRN001575,EMP000670,Health and Safety,Coursera,2021-10-21,Completed
TRN001576,EMP000670,Quality Management,Coursera,2025-04-14,Completed
TRN001577,EMP000671,Data Analytics,Coursera,2019-06-11,Completed
TRN001578,EMP000671,Risk Management,Microsoft,2022-03-06,In Progress
TRN001579,EMP000671,Health and Safety,KPMG,2023-11-15,Failed
TRN001580,EMP000671,Quality Management,Geoflex Academy,2025-03-26,Completed
TRN001581,EMP000671,Project Management,Coursera,2021-02-22,Completed
TRN001582,EMP000672,Leadership Development,Coursera,2023-09-23,Completed
TRN001583,EMP000672,Leadership Development,Udemy,2021-09-06,Completed
TRN001584,EMP000673,Compliance Training,Udemy,2020-02-15,In Progress
TRN001585,EMP000674,Project Management,Coursera,2024-03-11,Completed
TRN001586,EMP000674,Quality Management,Geoflex Academy,2025-05-16,Completed
TRN001587,EMP000675,Lean Manufacturing,Deloitte,2019-09-21,In Progress
TRN001588,EMP000675,Risk Management,KPMG,2023-02-02,Failed
TRN001589,EMP000676,Health and Safety,KPMG,2020-12-14,Completed
TRN001590,EMP000677,Leadership Development,Deloitte,2022-02-15,Completed
TRN001591,EMP000677,Data Analytics,Microsoft,2019-05-13,Completed
TRN001592,EMP000677,Compliance Training,Microsoft,2020-05-17,In Progress
TRN001593,EMP000677,Leadership Development,Microsoft,2023-11-15,Completed
TRN001594,EMP000677,Lean Manufacturing,KPMG,2019-12-13,Completed
TRN001595,EMP000678,Leadership Development,Udemy,2021-12-14,In Progress
TRN001596,EMP000678,Leadership Development,Deloitte,2025-06-21,Completed
TRN001597,EMP000678,Cybersecurity Awareness,Geoflex Academy,2025-05-25,Completed
TRN001598,EMP000678,Data Analytics,Udemy,2019-04-14,In Progress
TRN001599,EMP000678,Lean Manufacturing,Microsoft,2024-07-28,Completed
TRN001600,EMP000679,Risk Management,Udemy,2024-11-19,In Progress
TRN001601,EMP000679,Leadership Development,Deloitte,2021-11-16,Failed
TRN001602,EMP000679,Quality Management,Coursera,2023-11-09,Failed
TRN001603,EMP000680,Customer Service,KPMG,2020-06-28,Completed
TRN001604,EMP000680,Leadership Development,Coursera,2021-01-28,Failed
TRN001605,EMP000680,Health and Safety,Udemy,2019-09-21,In Progress
TRN001606,EMP000680,Cybersecurity Awareness,Deloitte,2023-05-19,Completed
